Plate,State,License Type,Summons Number,Issue Date,Violation Time,Violation,Judgment Entry Date,Fine Amount,Penalty Amount,Interest Amount,Reduction Amount,Payment Amount,Amount Due,Precinct,County,Issuing Agency,Violation Status,Summons Image
KVS9814,NY,PAS,8972385001,07/11/2022,06:54A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMXFUVFJPVkVGM1RWRTlQUT09&locationName=_____________________)
KYB8376,NY,PAS,8995697933,07/11/2022,01:13P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,005,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVXVFZPZW10NlRYYzlQUT09&locationName=_____________________)
DXL3247,MI,PAS,8996118023,07/11/2022,06:45A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,088,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNXFSWGhQUkVGNVRYYzlQUT09&locationName=_____________________)
95899MN,NY,COM,9000026179,07/11/2022,09:19A,FIRE HYDRANT,,115.00,0.00,0.00,115.00,0.00,0.00,028,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMUVRWGxPYWtVelQxRTlQUT09&locationName=_____________________)
HSC6610,NY,PAS,2004709893,07/11/2022,02:14A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,104,Qns,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwNUVZM2RQVkdjMVRYYzlQUT09&locationName=_____________________)
KRV3113,NY,PAS,8838698120,07/11/2022,11:52A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,103,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrOUVXVFZQUkVWNVRVRTlQUT09&locationName=_____________________)
KUG6461,NY,PAS,8896641986,07/11/2022,08:24A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,109,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNXFXVEJOVkdzMFRtYzlQUT09&locationName=_____________________)
KXS7549,NY,PAS,8878022512,07/11/2022,06:46A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVRWGxOYWxWNFRXYzlQUT09&locationName=_____________________)
KRS9264,NY,PAS,8501539405,07/11/2022,12:20P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmQwMVVWWHBQVkZGM1RsRTlQUT09&locationName=_____________________)
KUA4490,NY,PAS,8501539545,07/11/2022,04:53P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmQwMVVWWHBQVkZVd1RsRTlQUT09&locationName=_____________________)
KPB7451,NY,PAS,8570078092,07/11/2022,12:37P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,047,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wMUVRVE5QUkVFMVRXYzlQUT09&locationName=_____________________)
LNP2927,PA,PAS,1434082751,07/11/2022,01:12A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,024,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVrNUVRVFJOYW1NeFRWRTlQUT09&locationName=_____________________)
JBB9412,NY,PAS,8569372383,07/11/2022,01:12P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,084,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rOVVUVE5OYWswMFRYYzlQUT09&locationName=_____________________)
Y54PGS,NJ,PAS,8572348645,07/11/2022,02:17P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,107,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wMXFUVEJQUkZrd1RsRTlQUT09&locationName=_____________________)
58914MM,NY,COM,8580032660,07/11/2022,11:36A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,094,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMUVRWHBOYWxreVRVRTlQUT09&locationName=_____________________)
KTZ5894,NY,PAS,8581741460,07/11/2022,03:39P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,108,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMVVZekJOVkZFeVRVRTlQUT09&locationName=_____________________)
JRS6617,NY,PAS,8581993126,07/11/2022,05:15A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,063,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMVVhelZOZWtWNVRtYzlQUT09&locationName=_____________________)
8SLL387,CA,PAS,8583995758,07/11/2022,01:01P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,013,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMTZhelZPVkdNeFQwRTlQUT09&locationName=_____________________)
AJ80021,AZ,PAS,8584780373,07/11/2022,09:39A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,084,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVZelJOUkUwelRYYzlQUT09&locationName=_____________________)
JTY7283,PA,PAS,1472430890,07/11/2022,01:20A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,109,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMXFVWHBOUkdjMVRVRTlQUT09&locationName=_____________________)
JRM5500,NY,PAS,1472450565,07/11/2022,12:40P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,111,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMXFVVEZOUkZVeVRsRTlQUT09&locationName=_____________________)
BD46725,CT,PAS,1473557665,07/11/2022,01:09A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZWVEZPZWxreVRsRTlQUT09&locationName=_____________________)
KTD4055,NY,PAS,1477926963,07/11/2022,08:00A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,005,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNTZhM2xPYW1zeVRYYzlQUT09&locationName=_____________________)
JJT8892,NY,PAS,8677271545,07/11/2022,05:26A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wNTZTVE5OVkZVd1RsRTlQUT09&locationName=_____________________)
BRUJO,MA,PAS,1480924635,07/11/2022,11:48P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMUVhM2xPUkZsNlRsRTlQUT09&locationName=_____________________)
KEK1167,NY,PAS,1480940859,07/11/2022,09:31P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,023,,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMUVhekJOUkdjeFQxRTlQUT09&locationName=_____________________)
24ALEH,FL,PAS,1481953515,07/11/2022,03:40A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,108,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMVVhekZOZWxWNFRsRTlQUT09&locationName=_____________________)
KNU1422,NY,PAS,1481953576,07/11/2022,02:45A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,108,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMVVhekZOZWxVelRtYzlQUT09&locationName=_____________________)
KVD8224,NY,PAS,1483426294,07/11/2022,03:20A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,101,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMTZVWGxPYWtrMVRrRTlQUT09&locationName=_____________________)
KUU6698,NY,PAS,1484290770,07/11/2022,10:08A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVTVFZOUkdNelRVRTlQUT09&locationName=_____________________)
R4C3M3,NY,PAS,1484399870,07/11/2022,12:59A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,112,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVUVFZQVkdjelRVRTlQUT09&locationName=_____________________)
JLT5468,NY,PAS,1484442805,07/11/2022,04:22A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,110,Q,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVVVEJOYW1kM1RsRTlQUT09&locationName=_____________________)
FSS9659,NY,PAS,1484456579,07/11/2022,02:30P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,114,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVVVEZPYWxVelQxRTlQUT09&locationName=_____________________)
26623X4,TX,PAS,1484915409,07/11/2022,01:39A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,NY,NYC OFFICE OF THE SHERIFF,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVhM2hPVkZGM1QxRTlQUT09&locationName=_____________________)
S1105999,GA,PAS,1484915410,07/11/2022,01:57A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,NY,NYC OFFICE OF THE SHERIFF,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVhM2hPVkZGNFRVRTlQUT09&locationName=_____________________)
J1233019,GA,PAS,1484915471,07/11/2022,03:32A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,,NYC OFFICE OF THE SHERIFF,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVhM2hPVkZFelRWRTlQUT09&locationName=_____________________)
TP799189,SC,PAS,1485001584,07/11/2022,01:36A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,NY,NYC OFFICE OF THE SHERIFF,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVRWGROVkZVMFRrRTlQUT09&locationName=_____________________)
DT3668B,AL,PAS,1485001602,07/11/2022,02:36A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,NY,NYC OFFICE OF THE SHERIFF,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVRWGROVkZsM1RXYzlQUT09&locationName=_____________________)
KEJ6080,NY,PAS,1484521249,07/11/2022,10:07P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,106,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVWWGxOVkVrd1QxRTlQUT09&locationName=_____________________)
UAD1997,VA,PAS,1484592750,07/11/2022,05:00A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,047,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVWVFZOYW1NeFRVRTlQUT09&locationName=_____________________)
KKM5869,NY,PAS,1485084064,07/11/2022,01:06A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVRVFJPUkVFeVRrRTlQUT09&locationName=_____________________)
KBT9651,NY,PAS,1485084088,07/11/2022,01:12A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVRVFJPUkVFMFQwRTlQUT09&locationName=_____________________)
S1224381,GA,PAS,1485761001,07/11/2022,07:54P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,050,,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVZekpOVkVGM1RWRTlQUT09&locationName=_____________________)
S1236589,GA,PAS,1485761049,07/11/2022,09:21P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,050,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVZekpOVkVFd1QxRTlQUT09&locationName=_____________________)
KKT1511,NY,PAS,1486018269,07/11/2022,01:34A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,NYS PARKS POLICE,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFRWGhQUkVreVQxRTlQUT09&locationName=_____________________)
KLA6268,NY,PAS,1486020689,07/11/2022,03:41A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,NYS PARKS POLICE,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFRWGxOUkZrMFQxRTlQUT09&locationName=_____________________)
KJM7126,NY,PAS,1486020690,07/11/2022,03:17A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,NYS PARKS POLICE,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFRWGxOUkZrMVRVRTlQUT09&locationName=_____________________)
T73047C,NY,OMT,1486020707,07/11/2022,04:50A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,NYS PARKS POLICE,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFRWGxOUkdOM1RuYzlQUT09&locationName=_____________________)
KVR2375,NY,PAS,1486020793,07/11/2022,02:46A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,NYS PARKS POLICE,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFRWGxOUkdNMVRYYzlQUT09&locationName=_____________________)
KKG3550,NY,PAS,1486020800,07/11/2022,02:34A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,NYS PARKS POLICE,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFRWGxOUkdkM1RVRTlQUT09&locationName=_____________________)
BF88296,CT,PAS,1486020811,07/11/2022,02:15A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,NYS PARKS POLICE,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFRWGxOUkdkNFRWRTlQUT09&locationName=_____________________)
FPY6334,NY,PAS,1486020823,07/11/2022,01:44A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,NYS PARKS POLICE,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFRWGxOUkdkNVRYYzlQUT09&locationName=_____________________)
ERJ8723,NY,PAS,1486020835,07/11/2022,02:05A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,NYS PARKS POLICE,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFRWGxOUkdkNlRsRTlQUT09&locationName=_____________________)
HZY9720,NY,PAS,1486174395,07/11/2022,03:05P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,111,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFSVE5PUkUwMVRsRTlQUT09&locationName=_____________________)
JSF2981,NY,PAS,1486190807,07/11/2022,07:14P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFSVFZOUkdkM1RuYzlQUT09&locationName=_____________________)
D88PJT,NJ,PAS,1486562589,07/11/2022,05:08A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,045,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFWVEpOYWxVMFQxRTlQUT09&locationName=_____________________)
KVT1951,NY,PAS,1486598316,07/11/2022,03:06A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,052,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNXFWVFZQUkUxNFRtYzlQUT09&locationName=_____________________)
KXF1016,NY,PAS,1487107857,07/11/2022,10:20P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,106,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZSWGRPZW1jeFRuYzlQUT09&locationName=_____________________)
HKN6392,NY,PAS,1487137874,07/11/2022,00:05A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,102,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZSWHBPZW1jelRrRTlQUT09&locationName=_____________________)
KUR5643,NY,PAS,1487214418,07/11/2022,09:40A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZTWGhPUkZGNFQwRTlQUT09&locationName=_____________________)
886844F,TX,PAS,1487280348,07/11/2022,10:04P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,040,,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZTVFJOUkUwd1QwRTlQUT09&locationName=_____________________)
380179T,NJ,PAS,1487284809,07/11/2022,08:15P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,052,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZTVFJPUkdkM1QxRTlQUT09&locationName=_____________________)
JLE7956,NY,PAS,1487315120,07/11/2022,12:59A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZUWGhPVkVWNVRVRTlQUT09&locationName=_____________________)
T657013C,NY,PAS,1487316719,07/11/2022,11:28P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,040,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZUWGhPYW1ONFQxRTlQUT09&locationName=_____________________)
BLANKPLATE,99,999,1487331939,07/11/2022,10:50P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,044,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZUWHBOVkd0NlQxRTlQUT09&locationName=_____________________)
KMS5529,NY,PAS,1487405248,07/11/2022,11:40P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZVWGRPVkVrd1QwRTlQUT09&locationName=_____________________)
P29PPG,NJ,PAS,1487870309,07/11/2022,07:05P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,047,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZaek5OUkUxM1QxRTlQUT09&locationName=_____________________)
JPW2197,NY,PAS,1487873748,07/11/2022,05:42P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,043,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZaek5OZW1Nd1QwRTlQUT09&locationName=_____________________)
KTZ9552,NY,PAS,1487892482,07/11/2022,03:14A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,045,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZaelZOYWxFMFRXYzlQUT09&locationName=_____________________)
HWZ8641,NY,PAS,1487892494,07/11/2022,03:13A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,046,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZaelZOYWxFMVRrRTlQUT09&locationName=_____________________)
JCA5401,NY,PAS,1487892998,07/11/2022,07:56P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,045,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZaelZOYW1zMVQwRTlQUT09&locationName=_____________________)
D88PJT,NJ,PAS,1487893097,07/11/2022,07:48P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,045,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZaelZOZWtFMVRuYzlQUT09&locationName=_____________________)
KSJ5660,NY,PAS,1487900107,07/11/2022,11:35A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,049,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhM2ROUkVWM1RuYzlQUT09&locationName=_____________________)
442921T,NJ,PAS,1487900119,07/11/2022,12:20P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,049,,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhM2ROUkVWNFQxRTlQUT09&locationName=_____________________)
S1224345,GA,PAS,1487957944,07/11/2022,07:22A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,033,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhekZPZW1zd1RrRTlQUT09&locationName=_____________________)
42634887,NJ,PAS,1487959175,07/11/2022,09:13A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,033,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhekZQVkVVelRsRTlQUT09&locationName=_____________________)
KTK7696,NY,PAS,1487968700,07/11/2022,04:40A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhekpQUkdOM1RVRTlQUT09&locationName=_____________________)
KWU7548,NY,PAS,1487968711,07/11/2022,06:35A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhekpQUkdONFRWRTlQUT09&locationName=_____________________)
KDL2562,NY,PAS,1487968723,07/11/2022,04:10A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhekpQUkdONVRYYzlQUT09&locationName=_____________________)
LLF4125,PA,PAS,1487968735,07/11/2022,07:05A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhekpQUkdONlRsRTlQUT09&locationName=_____________________)
411624T,NJ,PAS,1487983839,07/11/2022,08:04P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,023,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhelJOZW1kNlQxRTlQUT09&locationName=_____________________)
KPT5941,NY,PAS,1487983992,07/11/2022,07:53P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,023,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhelJOZW1zMVRXYzlQUT09&locationName=_____________________)
21AAXV,FL,PAS,1487963660,07/11/2022,12:34A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhekpOZWxreVRVRTlQUT09&locationName=_____________________)
HJD4568,OH,PAS,1487992476,07/11/2022,10:25A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,025,NY,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNTZhelZOYWxFelRtYzlQUT09&locationName=_____________________)
JGS4403,99,PAS,1488145180,07/11/2022,04:24A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,000,Q,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FOUVSVEJPVkVVMFRVRTlQUT09&locationName=_____________________)
